"state","city","tourist_place","category","date_recorded","altitude","climate_type","season","climate_change_risk","rainfall_mm"
"Odisha","Konark","Sun Temple","Temple","3/6/2023","1141","Hot-Dry","Summer","Low","193"
"West Bengal","Kolkata","Victoria Memorial","Monument","3/16/2023","506","Tropical","Winter","Low","245"
"Andhra Pradesh","Tirupati","Tirumala Temple","Temple","3/13/2023","3035","Humid","Winter","Low","342"
"Lakshadweep","Lakshadweep","Agatti Island","Island","11/3/2023","2057","Cold","Summer","Moderate","29"
"Tamil Nadu","Ooty","Ooty Lake","Hill Station","2/20/2023","590","Humid","Monsoon","Low","100"
"Maharashtra","Mumbai","Gateway of India","Monument","12/27/2023","773","Humid","Monsoon","Low","363"
"Maharashtra","Pune","Shaniwar Wada","Fort","10/18/2023","2741","Mountain","Winter","Moderate","155"
"Karnataka","Mysore","Mysore Palace","Palace","2/7/2023","546","Cold","Winter","Low","235"
"Andaman & Nicobar","Andaman","Radhanagar Beach","Beach","9/9/2023","1461","Cold","Winter","Moderate","300"
"Uttar Pradesh","Agra","Agra Fort","Monument","10/18/2023","608","Mountain","Winter","Low","61"
"Maharashtra","Aurangabad","Ellora Caves","Heritage","7/19/2023","353","Hot-Dry","Monsoon","High","344"
"Punjab","Amritsar","Golden Temple","Temple","6/17/2023","472","Cold","Summer","Low","298"
"Rajasthan","Udaipur","City Palace","Palace","10/31/2023","2182","Humid","Monsoon","Low","29"
"Rajasthan","Udaipur","City Palace","Palace","6/1/2023","748","Humid","Winter","High","41"
"Telangana","Hyderabad","Charminar","Monument","10/5/2023","1346","Humid","Monsoon","Moderate","67"
"Delhi","Delhi","Red Fort","Fort","10/9/2023","2311","Cold","Summer","Low","158"
"Madhya Pradesh","Bhopal","Sanchi Stupa","Heritage","10/8/2023","3101","Humid","Monsoon","Low","315"
"Assam","Kaziranga","Kaziranga National Park","Wildlife","5/1/2023","782","Humid","Monsoon","High","101"
"Andhra Pradesh","Tirupati","Tirumala Temple","Temple","3/5/2023","2536","Tropical","Monsoon","High","39"
"Maharashtra","Mumbai","Marine Drive","Coastal","1/14/2023","964","Cold","Monsoon","Low","157"
"Lakshadweep","Lakshadweep","Agatti Island","Island","12/24/2023","1417","Cold","Monsoon","High","199"
"Maharashtra","Mumbai","Gateway of India","Monument","10/26/2023","2252","Cold","Monsoon","Low","21"
"Gujarat","Ahmedabad","Sabarmati Ashram","Heritage","3/27/2023","1328","Hot-Dry","Winter","Moderate","70"
"Telangana","Hyderabad","Charminar","Monument","8/9/2023","287","Tropical","Monsoon","High","308"
"Karnataka","Hampi","Virupaksha Temple","Temple","4/27/2023","1895","Humid","Monsoon","Low","292"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","12/7/2023","2020","Mountain","Summer","Moderate","151"
"Uttarakhand","Jim Corbett","Corbett National Park","Wildlife","9/10/2023","3381","Cold","Summer","High","114"
"Andhra Pradesh","Tirupati","Tirumala Temple","Temple","7/16/2023","1052","Tropical","Summer","High","222"
"Rajasthan","Jaipur","Hawa Mahal","Monument","7/6/2023","3471","Cold","Winter","High","256"
"Gujarat","Somnath","Somnath Temple","Temple","2/17/2023","39","Cold","Winter","Low","162"
"Goa","Goa","Baga Beach","Beach","4/27/2023","3541","Tropical","Winter","Low","30"
"Karnataka","Mysore","Mysore Palace","Palace","1/19/2023","333","Hot-Dry","Monsoon","Moderate","276"
"Uttar Pradesh","Varanasi","Kashi Vishwanath Temple","Temple","11/20/2023","2536","Hot-Dry","Summer","High","362"
"Gujarat","Somnath","Somnath Temple","Temple","8/22/2023","1864","Cold","Winter","Moderate","123"
"Tamil Nadu","Chennai","Marina Beach","Beach","10/3/2023","2438","Hot-Dry","Summer","High","148"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","4/18/2023","3801","Cold","Monsoon","Moderate","115"
"Telangana","Hyderabad","Charminar","Monument","9/11/2023","1547","Humid","Winter","High","106"
"Odisha","Konark","Sun Temple","Temple","2/5/2023","935","Mountain","Summer","Low","65"
"Madhya Pradesh","Khajuraho","Khajuraho Temples","Temple","8/21/2023","3945","Mountain","Summer","High","354"
"Rajasthan","Jaipur","Hawa Mahal","Monument","7/23/2023","507","Cold","Summer","Moderate","390"
"Gujarat","Ahmedabad","Sabarmati Ashram","Heritage","8/15/2023","2238","Humid","Winter","Low","24"
"Madhya Pradesh","Bhopal","Sanchi Stupa","Heritage","5/13/2023","1924","Tropical","Monsoon","High","165"
"Rajasthan","Jaipur","Amber Fort","Fort","3/11/2023","2737","Tropical","Summer","Moderate","199"
"Telangana","Hyderabad","Golconda Fort","Fort","8/18/2023","627","Mountain","Monsoon","High","341"
"Maharashtra","Aurangabad","Ajanta Caves","Heritage","9/27/2023","3772","Humid","Winter","High","344"
"Goa","Goa","Baga Beach","Beach","11/6/2023","1312","Hot-Dry","Summer","High","374"
"Kerala","Kochi","Fort Kochi","Heritage","8/3/2023","2263","Tropical","Summer","High","90"
"Maharashtra","Aurangabad","Ajanta Caves","Heritage","5/13/2023","1713","Tropical","Monsoon","Moderate","300"
"Gujarat","Somnath","Somnath Temple","Temple","5/16/2023","111","Cold","Monsoon","Low","335"
"Rajasthan","Udaipur","City Palace","Palace","8/6/2023","2344","Mountain","Monsoon","Moderate","151"
"Tamil Nadu","Ooty","Ooty Lake","Hill Station","7/9/2023","50","Cold","Summer","Low","398"
"Maharashtra","Pune","Shaniwar Wada","Fort","10/29/2023","2315","Cold","Winter","Moderate","164"
"Uttar Pradesh","Agra","Taj Mahal","Monument","12/25/2023","285","Humid","Summer","Moderate","255"
"Meghalaya","Shillong","Living Root Bridges","Nature","4/15/2023","3586","Cold","Monsoon","High","341"
"Gujarat","Ahmedabad","Sabarmati Ashram","Heritage","8/22/2023","982","Hot-Dry","Monsoon","Moderate","271"
"Madhya Pradesh","Bhopal","Sanchi Stupa","Heritage","6/28/2023","1126","Tropical","Monsoon","Low","20"
"Delhi","Delhi","Red Fort","Fort","6/24/2023","3412","Mountain","Winter","High","367"
"Ladakh","Leh","Pangong Lake","Lake","1/8/2023","1590","Humid","Summer","Moderate","285"
"Odisha","Puri","Jagannath Temple","Temple","1/10/2023","1096","Humid","Summer","Moderate","58"
"Andaman & Nicobar","Andaman","Radhanagar Beach","Beach","5/10/2023","1901","Cold","Winter","Moderate","151"
"Goa","Goa","Calangute Beach","Beach","11/14/2023","891","Humid","Monsoon","High","235"
"Maharashtra","Aurangabad","Ajanta Caves","Heritage","2/20/2023","3812","Humid","Summer","Low","248"
"Goa","Goa","Baga Beach","Beach","6/16/2023","2292","Tropical","Monsoon","Moderate","74"
"Karnataka","Mysore","Mysore Palace","Palace","12/5/2023","1393","Hot-Dry","Summer","Moderate","259"
"Goa","Goa","Calangute Beach","Beach","9/17/2023","385","Tropical","Monsoon","Moderate","109"
"Maharashtra","Aurangabad","Ajanta Caves","Heritage","11/18/2023","2335","Humid","Monsoon","High","11"
"Tamil Nadu","Madurai","Meenakshi Temple","Temple","1/13/2023","770","Cold","Summer","Low","287"
"Goa","Goa","Calangute Beach","Beach","4/17/2023","3712","Tropical","Summer","Moderate","387"
"West Bengal","Darjeeling","Tiger Hill","Hill Station","7/18/2023","3297","Hot-Dry","Monsoon","High","388"
"Maharashtra","Aurangabad","Ellora Caves","Heritage","3/16/2023","3536","Hot-Dry","Monsoon","Moderate","264"
"Odisha","Konark","Sun Temple","Temple","7/15/2023","3180","Cold","Monsoon","Moderate","4"
"Uttarakhand","Rishikesh","Lakshman Jhula","Bridge","12/23/2023","75","Mountain","Winter","High","295"
"Tamil Nadu","Madurai","Meenakshi Temple","Temple","5/5/2023","3422","Cold","Winter","Moderate","46"
"West Bengal","Kolkata","Victoria Memorial","Monument","10/19/2023","2990","Tropical","Monsoon","Low","388"
"Sikkim","Gangtok","Tsomgo Lake","Lake","3/27/2023","3384","Cold","Summer","Moderate","253"
"Assam","Kaziranga","Kaziranga National Park","Wildlife","5/1/2023","494","Humid","Winter","Low","78"
"Telangana","Hyderabad","Golconda Fort","Fort","3/26/2023","3565","Hot-Dry","Summer","High","53"
"Telangana","Hyderabad","Charminar","Monument","9/24/2023","1588","Mountain","Winter","Low","280"
"Rajasthan","Jaipur","Amber Fort","Fort","11/16/2023","3814","Cold","Summer","Moderate","214"
"West Bengal","Darjeeling","Tiger Hill","Hill Station","4/29/2023","778","Hot-Dry","Winter","Moderate","9"
"Tamil Nadu","Madurai","Meenakshi Temple","Temple","4/29/2023","2609","Mountain","Monsoon","Moderate","318"
"West Bengal","Kolkata","Howrah Bridge","Bridge","4/17/2023","3279","Cold","Winter","Moderate","281"
"West Bengal","Kolkata","Howrah Bridge","Bridge","8/30/2023","2561","Humid","Summer","High","44"
"Sikkim","Gangtok","Tsomgo Lake","Lake","9/16/2023","718","Tropical","Summer","Low","43"
"Gujarat","Ahmedabad","Sabarmati Ashram","Heritage","12/1/2023","1507","Humid","Winter","Moderate","108"
"Madhya Pradesh","Khajuraho","Khajuraho Temples","Temple","9/11/2023","1394","Humid","Monsoon","Moderate","295"
"Arunachal Pradesh","Tawang","Tawang Monastery","Temple","1/5/2023","273","Tropical","Summer","Low","306"
"Uttar Pradesh","Agra","Agra Fort","Monument","8/29/2023","3176","Hot-Dry","Monsoon","High","6"
"Kerala","Munnar","Tea Gardens","Nature","9/20/2023","2923","Hot-Dry","Monsoon","Low","10"
"Uttar Pradesh","Varanasi","Kashi Vishwanath Temple","Temple","8/12/2023","203","Hot-Dry","Monsoon","Moderate","163"
"Rajasthan","Udaipur","City Palace","Palace","7/3/2023","3885","Humid","Summer","Moderate","372"
"West Bengal","Darjeeling","Tiger Hill","Hill Station","2/1/2023","2035","Cold","Winter","Moderate","306"
"Madhya Pradesh","Khajuraho","Khajuraho Temples","Temple","2/25/2023","84","Cold","Summer","Moderate","166"
"Ladakh","Leh","Pangong Lake","Lake","2/4/2023","1901","Hot-Dry","Summer","High","285"
"Delhi","Delhi","Red Fort","Fort","5/26/2023","1380","Cold","Summer","Moderate","61"
"Madhya Pradesh","Bhopal","Sanchi Stupa","Heritage","1/31/2023","1924","Mountain","Winter","Moderate","58"
"Goa","Goa","Baga Beach","Beach","8/16/2023","1921","Mountain","Monsoon","Low","88"
"Rajasthan","Udaipur","City Palace","Palace","4/13/2023","2245","Cold","Winter","Low","117"
"Uttarakhand","Rishikesh","Lakshman Jhula","Bridge","8/14/2023","726","Humid","Monsoon","Moderate","275"
"Punjab","Amritsar","Golden Temple","Temple","10/8/2023","3237","Cold","Monsoon","High","380"
"Punjab","Amritsar","Golden Temple","Temple","3/12/2023","2817","Cold","Summer","Moderate","161"
"Kerala","Kochi","Fort Kochi","Heritage","3/5/2023","2029","Mountain","Summer","Moderate","184"
"Karnataka","Mysore","Mysore Palace","Palace","5/26/2023","3735","Tropical","Winter","Moderate","173"
"Uttar Pradesh","Agra","Taj Mahal","Monument","12/19/2023","3175","Tropical","Summer","Moderate","242"
"Uttar Pradesh","Varanasi","Kashi Vishwanath Temple","Temple","8/17/2023","1885","Hot-Dry","Summer","High","361"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","10/12/2023","3466","Tropical","Summer","Moderate","112"
"Karnataka","Mysore","Mysore Palace","Palace","8/25/2023","3054","Humid","Winter","High","0"
"Andaman & Nicobar","Andaman","Radhanagar Beach","Beach","5/16/2023","1154","Tropical","Monsoon","Low","395"
"Madhya Pradesh","Khajuraho","Khajuraho Temples","Temple","4/28/2023","2505","Mountain","Summer","High","105"
"Gujarat","Ahmedabad","Sabarmati Ashram","Heritage","3/18/2023","3645","Cold","Summer","Moderate","114"
"Uttar Pradesh","Varanasi","Kashi Vishwanath Temple","Temple","11/24/2023","1264","Cold","Monsoon","High","229"
"Tamil Nadu","Madurai","Meenakshi Temple","Temple","4/30/2023","2256","Hot-Dry","Monsoon","Low","320"
"Uttar Pradesh","Agra","Taj Mahal","Monument","6/14/2023","1220","Tropical","Winter","High","346"
"Maharashtra","Pune","Shaniwar Wada","Fort","3/25/2023","1035","Tropical","Monsoon","Low","285"
"Maharashtra","Aurangabad","Ellora Caves","Heritage","5/6/2023","3187","Hot-Dry","Monsoon","High","141"
"Tamil Nadu","Chennai","Marina Beach","Beach","9/26/2023","336","Mountain","Summer","Moderate","377"
"Punjab","Amritsar","Golden Temple","Temple","5/2/2023","3804","Humid","Winter","High","329"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","12/4/2023","110","Hot-Dry","Monsoon","High","183"
"Tamil Nadu","Madurai","Meenakshi Temple","Temple","10/13/2023","519","Hot-Dry","Summer","Moderate","298"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","1/25/2023","3782","Tropical","Monsoon","High","235"
"Tamil Nadu","Ooty","Ooty Lake","Hill Station","10/21/2023","3651","Tropical","Monsoon","High","400"
"West Bengal","Kolkata","Victoria Memorial","Monument","11/5/2023","1266","Cold","Winter","Moderate","308"
"Uttar Pradesh","Varanasi","Kashi Vishwanath Temple","Temple","4/7/2023","1124","Tropical","Summer","Low","350"
"Uttarakhand","Rishikesh","Lakshman Jhula","Bridge","12/10/2023","831","Humid","Winter","High","400"
"Uttarakhand","Jim Corbett","Corbett National Park","Wildlife","11/1/2023","257","Cold","Monsoon","High","196"
"Assam","Kaziranga","Kaziranga National Park","Wildlife","4/12/2023","2349","Humid","Monsoon","High","142"
"Karnataka","Hampi","Virupaksha Temple","Temple","11/16/2023","3259","Tropical","Winter","High","80"
"Maharashtra","Pune","Shaniwar Wada","Fort","4/5/2023","1062","Mountain","Monsoon","High","277"
"Lakshadweep","Lakshadweep","Agatti Island","Island","11/27/2023","3074","Mountain","Winter","Moderate","166"
"Kerala","Munnar","Tea Gardens","Nature","5/24/2023","242","Mountain","Summer","Low","244"
"Goa","Goa","Calangute Beach","Beach","1/2/2023","452","Tropical","Monsoon","Moderate","328"
"Kerala","Munnar","Tea Gardens","Nature","10/2/2023","662","Tropical","Summer","High","115"
"Lakshadweep","Lakshadweep","Agatti Island","Island","12/27/2023","1073","Hot-Dry","Winter","Low","152"
"Lakshadweep","Lakshadweep","Agatti Island","Island","1/11/2023","2694","Humid","Monsoon","Moderate","154"
"Rajasthan","Udaipur","City Palace","Palace","6/28/2023","1387","Cold","Monsoon","High","333"
"Uttar Pradesh","Varanasi","Kashi Vishwanath Temple","Temple","5/15/2023","3479","Tropical","Winter","Moderate","391"
"Punjab","Amritsar","Golden Temple","Temple","11/5/2023","1789","Cold","Winter","Moderate","329"
"Himachal Pradesh","Manali","Rohtang Pass","Mountain","7/25/2023","846","Cold","Winter","High","192"
"Maharashtra","Aurangabad","Ajanta Caves","Heritage","10/11/2023","1245","Cold","Winter","High","380"
"West Bengal","Kolkata","Victoria Memorial","Monument","1/26/2023","514","Hot-Dry","Winter","Low","390"
"Karnataka","Hampi","Virupaksha Temple","Temple","2/3/2023","558","Hot-Dry","Winter","Moderate","127"
"Meghalaya","Shillong","Living Root Bridges","Nature","10/18/2023","27","Tropical","Monsoon","Moderate","4"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","4/20/2023","950","Humid","Monsoon","Moderate","159"
"Rajasthan","Jaipur","Hawa Mahal","Monument","2/27/2023","2773","Humid","Summer","Low","343"
"Tamil Nadu","Ooty","Ooty Lake","Hill Station","12/18/2023","2169","Hot-Dry","Summer","High","102"
"Meghalaya","Shillong","Living Root Bridges","Nature","6/16/2023","3628","Mountain","Monsoon","Low","297"
"Odisha","Puri","Jagannath Temple","Temple","5/8/2023","2962","Cold","Winter","High","123"
"Uttarakhand","Haridwar","Har Ki Pauri","Temple","2/23/2023","887","Tropical","Monsoon","High","387"
"Assam","Kaziranga","Kaziranga National Park","Wildlife","11/17/2023","760","Mountain","Winter","High","98"
"Telangana","Hyderabad","Golconda Fort","Fort","2/20/2023","865","Hot-Dry","Winter","High","315"
"Himachal Pradesh","Manali","Rohtang Pass","Mountain","12/14/2023","3947","Cold","Monsoon","High","206"
"Uttar Pradesh","Agra","Taj Mahal","Monument","12/31/2023","397","Tropical","Summer","High","394"
"West Bengal","Kolkata","Victoria Memorial","Monument","5/31/2023","199","Cold","Monsoon","Moderate","216"
"Karnataka","Hampi","Virupaksha Temple","Temple","3/9/2023","2616","Cold","Winter","Moderate","6"
"Maharashtra","Pune","Shaniwar Wada","Fort","8/14/2023","2377","Hot-Dry","Summer","Moderate","94"
"Maharashtra","Mumbai","Marine Drive","Coastal","8/19/2023","851","Humid","Summer","High","368"
"Goa","Goa","Calangute Beach","Beach","6/17/2023","931","Hot-Dry","Monsoon","Moderate","200"
"Andaman & Nicobar","Andaman","Radhanagar Beach","Beach","1/27/2023","3848","Cold","Winter","Low","196"
"Meghalaya","Shillong","Living Root Bridges","Nature","8/3/2023","494","Cold","Summer","Moderate","22"
"West Bengal","Darjeeling","Tiger Hill","Hill Station","11/20/2023","3859","Cold","Monsoon","Moderate","256"
"Punjab","Amritsar","Golden Temple","Temple","6/11/2023","2722","Humid","Monsoon","Moderate","118"
"West Bengal","Darjeeling","Tiger Hill","Hill Station","6/28/2023","14","Cold","Summer","Low","281"
"Gujarat","Dwarka","Dwarkadhish Temple","Temple","6/6/2023","3590","Humid","Summer","Moderate","326"
"Uttarakhand","Rishikesh","Lakshman Jhula","Bridge","5/1/2023","1224","Mountain","Summer","High","209"
"Gujarat","Dwarka","Dwarkadhish Temple","Temple","9/1/2023","859","Cold","Monsoon","High","328"
"Kerala","Munnar","Tea Gardens","Nature","12/16/2023","469","Humid","Summer","Low","320"
"Uttar Pradesh","Agra","Agra Fort","Monument","1/22/2023","3239","Hot-Dry","Summer","High","346"
"Gujarat","Somnath","Somnath Temple","Temple","3/17/2023","956","Humid","Monsoon","Moderate","20"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","7/13/2023","3852","Mountain","Monsoon","High","361"
"Sikkim","Gangtok","Tsomgo Lake","Lake","8/28/2023","1660","Humid","Monsoon","Low","384"
"Uttarakhand","Haridwar","Har Ki Pauri","Temple","3/30/2023","188","Tropical","Summer","High","328"
"Odisha","Puri","Jagannath Temple","Temple","7/3/2023","3462","Hot-Dry","Summer","Low","348"
"Madhya Pradesh","Bhopal","Sanchi Stupa","Heritage","12/30/2023","2639","Tropical","Winter","Moderate","228"
"Ladakh","Leh","Pangong Lake","Lake","3/8/2023","3523","Hot-Dry","Winter","Low","78"
"Maharashtra","Mumbai","Marine Drive","Coastal","3/19/2023","597","Cold","Winter","High","260"
"Kerala","Kochi","Fort Kochi","Heritage","10/18/2023","3577","Tropical","Monsoon","High","204"
"Uttar Pradesh","Varanasi","Kashi Vishwanath Temple","Temple","10/2/2023","1369","Mountain","Summer","High","267"
"Uttar Pradesh","Agra","Taj Mahal","Monument","7/16/2023","315","Tropical","Summer","High","232"
"Madhya Pradesh","Bhopal","Sanchi Stupa","Heritage","1/26/2023","2684","Cold","Summer","Low","180"
"Ladakh","Leh","Pangong Lake","Lake","9/8/2023","3166","Hot-Dry","Winter","Low","202"
"West Bengal","Kolkata","Howrah Bridge","Bridge","7/3/2023","2524","Hot-Dry","Summer","Low","77"
